FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,KATEGORIE_NUM,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.17145,17145,POINT (16.384045363993557 48.27698218480864),Turnsaal,"21., Tomaschekstraße 44",352,Turnsaal 288 m²<br />Turnsaal 64 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17146,17146,POINT (16.453032481923493 48.268199708597656),Turnsaal,"21., Wassermanngasse 12",312,Turnsaal 1 312 m²,,6,
SPORTSTAETTENOGD.17147,17147,POINT (16.453045972584345 48.26820868800993),Schulsport outdoor,"21., Wassermanngasse 12",2222,Rasenplatz 1000 m²<br />Hartplatz 1222 m²,,5,
SPORTSTAETTENOGD.17148,17148,POINT (16.437421204052917 48.25953506584631),Schulsport outdoor,"21., Zehdengasse 9",1746,"Schulsport,<br />LA,<br />Spielplatz gesamt 1746 m²",https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17149,17149,POINT (16.43743468969994 48.25954404710716),Turnsaal,"21., Zehdengasse 9",585,Turnsaal 180 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17150,17150,POINT (16.40241098885477 48.28192916809768),Schulsport outdoor,"21., Ödenburgerstraße 74",6520,"Hartplatz 2880 m²<br />Rasenfläche,<br />Beachvolleyball gesamt 3640 m²",,5,
SPORTSTAETTENOGD.17151,17151,POINT (16.40242447426854 48.281938153429124),Turnsaal,"21., Ödenburgerstraße 74",1426,Turnsaal 1+2+3 gesamt 1170 m²<br />Gymnastikraum 256 m²,,6,
SPORTSTAETTENOGD.17152,17152,POINT (16.451101966545707 48.24604974075635),Turnsaal,"22., Afritschgasse 56",818,Turnsaal 200 m²<br />Turnsaal 290 m²<br />Turnsaal 328 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17153,17153,POINT (16.418962855291685 48.2265653388634),Turnsaal,"22., Am Kaisermühlendamm 2",990,Turnsaal 180 m²<br />Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17154,17154,POINT (16.4333109092056 48.23279807693031),Öffentlich outdoor,"22., An der unteren Alten Donau 51",10760,"Sommerbad,<br />Beachvolleyballfeld,<br />Rasen gesamt 10760 m²",http://www.naturfreunde-haeuser.net/data_geofinder_item.php?AppComeFrom=Resultlist&App=Geofinder&Item=138,3,
SPORTSTAETTENOGD.17155,17155,POINT (16.4374196097557 48.24706885216),Schulsport outdoor,"22., Anton-Sattler-Gasse 93",8404,Hartplatz 2400 m²<br />Rasenfläche 6004 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17156,17156,POINT (16.483585280388994 48.21728304143047),Turnsaal,"22., Asperner Heldenplatz 3",360,Turnsaal 180 m²<br />Turnsaal 180 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17157,17157,POINT (16.440003432133405 48.24133053935704),Schulsport outdoor,"22., Bernoullistraße 3",4932,Rasenfläche 4050 m²<br />Hartplatz 882 m²,,5,
SPORTSTAETTENOGD.17158,17158,POINT (16.44022194856763 48.241269085674695),Turnsaal,"22., Bernoullistraße 3",2153,Turnhalle 968 m²<br />Turnsaal 1 405 m²<br />Turnsaal 2 390 m²<br />Turnsaal 3 390 m²,,6,
SPORTSTAETTENOGD.17159,17159,POINT (16.442008740849133 48.260692217520806),Turnsaal,"22., Brioschiweg 1",383,Turnsaal 95 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17160,17160,POINT (16.408539136084 48.23348130123163),Schulsport outdoor,"22., Leonard-Bernstein-Straße 2",473,Hartplatz 473 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17161,17161,POINT (16.386534553128296 48.23013688698881),Turnsaal,"22., Leonhard-Bernstein-Straße 2",400,Turnsaal 200 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17162,17162,POINT (16.446584516233997 48.250979182029944),Turnsaal,"22., Lorenz-Kellner-Gasse 15",179,Turnsaal 179 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17163,17163,POINT (16.446598001231486 48.25098816223012),Schulsport outdoor,"22., Lorenz-Kellner-Gasse 15",2930,Hartplatz 602 m²<br />Rasenfläche 2328 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17164,17164,POINT (16.45592695629385 48.252118523937504),Schulsport outdoor,"22., Markomannenstraße 9",5876,Rasenfläche 5876 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17165,17165,POINT (16.455940443224975 48.25212750303861),Turnsaal,"22., Markomannenstraße 9",516,Turnsaal 111 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17166,17166,POINT (16.43845755836658 48.24637402088433),Schulsport outdoor,"22., Meißnergasse 1",2278,Rasenfläche 2278 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17167,17167,POINT (16.43847104073082 48.2463830020467),Turnsaal,"22., Meißnergasse 1",114,Turnsaal 114 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17168,17168,POINT (16.458037469309026 48.25834729829874),Schulsport outdoor,"22., Mira-Lobe-Weg 4",1190,Hartplatz 1190 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17169,17169,POINT (16.444179286920264 48.24273599798653),Turnsaal,"22., Natorpgasse 1",291,Turnsaal 134 m²<br />Turnsaal 157 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17170,17170,POINT (16.4802771588561 48.21779904001129),Turnsaal,"22., Oberdorfstraße 2",278,Turnsaal 50 m²<br />Turnsaal 228 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17171,17171,POINT (16.472771477328692 48.24583483742347),Turnsaal,"22., Pastinakweg 10",585,Turnsaal 180 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17172,17172,POINT (16.47278496554963 48.24584381455747),Schulsport outdoor,"22., Pastinakweg 10",780,Hartplatz 780 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17173,17173,POINT (16.482910479800505 48.23942631042695),Turnsaal,"22., Pirquetgasse 6b",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17174,17174,POINT (16.46665126538197 48.22884124683245),Schulsport outdoor,"22., Plankenmaisstraße 30",1179,Rasenfläche 1179 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17175,17175,POINT (16.46666474806135 48.22885022471611),Turnsaal,"22., Plankenmaisstraße 30",610,Turnsaal 405 m²<br />Turnsaal 205 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17176,17176,POINT (16.451611420402962 48.232394895856366),Schulsport outdoor,"22., Polgarstraße 24",6112,Rasenfläche 2152 m²<br />Hartplatz 3960 m²,,5,
SPORTSTAETTENOGD.17177,17177,POINT (16.45162490138946 48.232403875499436),Turnsaal,"22., Polgarstraße 24",1215,Turnsaal 1+2+3 gesamt 1215 m²,,6,
SPORTSTAETTENOGD.17178,17178,POINT (16.430943374762784 48.24636416581097),Turnsaal,"22., Prandaugasse 5",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17179,17179,POINT (16.431046914127947 48.24671880752358),Schulsport outdoor,"22., Prandaugasse 5",1024,Rasenfläche 622 m²<br />Hartplatz 402 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17180,17180,POINT (16.480929404183392 48.24026716586185),Schulsport outdoor,"22., Prinzgasse 3",7819,Hartplatz 2486 m²<br />Rasenfläche 5333 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17181,17181,POINT (16.480942892363615 48.240276142047605),Turnsaal,"22., Prinzgasse 3",864,Turnsaal 288 m²<br />Turnsaal 288 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17182,17182,POINT (16.474084753118618 48.23485710301014),Turnsaal,"22., Schrebergasse 39",288,Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17183,17183,POINT (16.47409823867918 48.23486608000986),Schulsport outdoor,"22., Schrebergasse 39",8360,Rasenfläche 8360 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17184,17184,POINT (16.501539526323477 48.252497136255926),Turnsaal,"22., Schukowitzgasse 89",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17185,17185,POINT (16.50155302132555 48.25250610999679),Schulsport outdoor,"22., Schukowitzgasse 89",1042,Hartplatz 1042 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17186,17186,POINT (16.419998367048805 48.22802193475796),Schulsport outdoor,"22., Schüttaustraße 42",281,Hartplatz 281 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17187,17187,POINT (16.420011841359845 48.22803091811828),Turnsaal,"22., Schüttaustraße 42",222,Turnsaal 63 m²<br />Turnsaal 159 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17188,17188,POINT (16.52607290265322 48.21630069437675),Schulsport outdoor,"22., Simonsgasse 23",7763,Hartplatz 1582 m²<br />Rasenfläche 6181 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17189,17189,POINT (16.526086392402146 48.21630966530201),Turnsaal,"22., Simonsgasse 23",810,Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17190,17190,POINT (16.439712457691055 48.23336710035923),Schulsport outdoor,"22., Steinbrechergasse 6",2382,Hartplatz 726 m²<br />Rasenfläche 1656 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17191,17191,POINT (16.439783824487147 48.23338197821648),Turnsaal,"22., Steinbrechergasse 6",280,Turnsaal 280 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17192,17192,POINT (16.430034855617805 48.24568650681256),Schulsport outdoor,"22., Straße der Menschenrechte 1",16240,"Rasenspielfeld,<br />400m Laufbahn,<br />Hartplätze,<br />Kunstrasenplatz gesamt 16240 m²",http://www.vis.ac.at/,5,
SPORTSTAETTENOGD.17193,17193,POINT (16.431917742433242 48.244787775099496),Turnsaal,"22., Straße der Menschenrechte 1",1215,Turnsäle 1215 m²,http://www.vis.ac.at/,6,
SPORTSTAETTENOGD.17194,17194,POINT (16.452093720624845 48.25485052577152),Turnsaal,"22., Theodor Kramerstraße 3",1288,Sporthalle 1288 m²,,6,
SPORTSTAETTENOGD.17195,17195,POINT (16.452107207605025 48.25485950531792),Schulsport outdoor,"22., Theodor Kramerstraße 3",2000,Rasenfläche 1500 m²<br />Hartplatz 500 m²,,5,
SPORTSTAETTENOGD.17196,17196,POINT (16.518161995547246 48.21112017930198),Schulsport outdoor,"22., Viktor-Wittner-Gasse 50",3214,Hartplatz 1294 m²<br />Rasenfläche 1192 m²<br /> Spielplatz 728 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17197,17197,POINT (16.518175482553655 48.21112915116706),Turnsaal,"22., Viktor-Wittner-Gasse 50",585,Turnsaal 180 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17198,17198,POINT (16.42427809388382 48.23654597958202),Turnsaal,"22., Wagramer Straße 27",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17199,17199,POINT (16.438387600057037 48.243565608102045),Schulsport outdoor,"22., Wintzingerodestraße 1-3",6918,Rasenfläche 6918 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17200,17200,POINT (16.438182724845095 48.243698620072),Turnsaal,"22., Wintzingerrodestraße 1-3",578,Turnsaal 289 m²<br />Turnsaal 289 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17201,17201,POINT (16.45900917795514 48.22041126222285),Turnsaal,"22., Wulzendorfstraße 1",466,Turnsaal 178 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17202,17202,POINT (16.459022657083125 48.22042024101898),Schulsport outdoor,"22., Wulzendorfstraße 1",1200,Rasenfläche 1200 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17203,17203,POINT (16.314600404864713 48.12889560279979),Turnsaal,"23., Akaziengasse 52-54",402,Turnsaal 402 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17204,17204,POINT (16.314830600918125 48.12944111181729),Schulsport outdoor,"23., Akaziengasse 52-54",4449,Hartplatz 752 m²<br />Rasenfläche 3697 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17205,17205,POINT (16.311862018925122 48.14827489709029),Schulsport outdoor,"23., Alma-Seidler-Weg 2",1152,Hartplatz 1152 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17206,17206,POINT (16.312134129588696 48.14816853903914),Turnsaal,"23., Alma-Seidler-Weg 2",400,Turnsaal 200 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17207,17207,POINT (16.31544575633613 48.14972813318802),Schulsport outdoor,"23., Anton Baumgartnerstraße 123",2060,"Mehrzweckplatz,<br />Laufbahn gesamt 2060 m²",,5,
SPORTSTAETTENOGD.17208,17208,POINT (16.279457135627794 48.14050789177961),Turnsaal,"23., Anton Kriegergasse 25",1170,Turnsaal 1+2+3 gesamt 1170 m²,,6,
SPORTSTAETTENOGD.17209,17209,POINT (16.27887400327933 48.13923990413102),Schulsport outdoor,"23., Anton Kriegergasse 25",3600,Hartplatz 3600 m²,,5,
SPORTSTAETTENOGD.17210,17210,POINT (16.318229342169985 48.15104822948322),Turnsaal,"23., Anton-Baumg.-Straße 119",587,Turnsaal 298 m²<br />Turnsaal 289 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17211,17211,POINT (16.318416430518766 48.15062683195781),Schulsport outdoor,"23., Anton-Baumgartner-Straße 119",7259,Rasenfläche 7259 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17212,17212,POINT (16.314117938200297 48.12841256875563),Turnsaal,"23., Baslergasse 43",200,Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17213,17213,POINT (16.267560031519245 48.15227123451792),Schulsport outdoor,"23., Bendagasse 1-2",823,Hartplatz 823 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17214,17214,POINT (16.26757345933793 48.15228023583686),Turnsaal,"23., Bendagasse 1-2",1278,Turnsaal 180 m²<br />Turnsaal 288 m²<br />Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17215,17215,POINT (16.29208584312035 48.145155508998634),Schulsport outdoor,"23., Canavesegasse 22a",529,Rasenfläche 306 m²<br />Hartplatz 223 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17216,17216,POINT (16.314198322285193 48.13989316538419),Schulsport outdoor,"23., Carlbergergasse 72",968,Hartplatz 968 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17217,17217,POINT (16.314374436948864 48.14069094921866),Turnsaal,"23., Carlbergergasse 72",585,Turnsaal 180 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17218,17218,POINT (16.28275011140893 48.13671635166494),Turnsaal,"23., Dirmhirngasse 138",990,Turnsaal 330 m²<br />Turnsaal 330 m²<br />Turnsaal 330 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17219,17219,POINT (16.282352283350153 48.13670821878739),Schulsport outdoor,"23., Dirmhirngasse 138",768,Hartplatz 768 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17220,17220,POINT (16.34923853886706 48.14944761800247),Schulsport outdoor,"23., Draschestraße 90-92",1500,Freianlage 1500 m²,,5,
SPORTSTAETTENOGD.17221,17221,POINT (16.349251980229276 48.1494566097815),Turnsaal,"23., Draschestraße 90-92",1288,3-fach Halle 1288 m²,,6,
SPORTSTAETTENOGD.17222,17222,POINT (16.34763170983697 48.14980869157167),Turnsaal,"23., Draschestraße 96",486,Turnsaal 82 m²<br />Turnsaal 204 m²<br /> 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17223,17223,POINT (16.269535010301112 48.1506103421772),Turnsaal,"23., Endresstraße 100",160,Turnsaal 160 m²,http://www.waldorf-mauer.at/,6,
SPORTSTAETTENOGD.17224,17224,POINT (16.311538689298846 48.14244357388402),Schulsport outdoor,"23., Erlaaer Straße 74",2468,Hartplatz 968 m²<br />Rasenfläche 1500 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17225,17225,POINT (16.311840384159435 48.14270440665072),Turnsaal,"23., Erlaaer Straße 74",300,Turnsaal 300 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17226,17226,POINT (16.26441196982487 48.15635552245266),Turnsaal,"23., Franz Asenbauergasse 49",962,Turnsaal 1 409 m²<br />Turnsaal 2 309 m²<br />Turnsaal 3 198 m²<br />Gymnastikraum 46 m²,http://www.st.ursula-wien.at/,6,
SPORTSTAETTENOGD.17227,17227,POINT (16.264425406237027 48.156364513346254),Schulsport outdoor,"23., Franz Asenbauergasse 49",7368,Rasenfläche 6624 m²<br />Hartplatz 744 m²,http://www.st.ursula-wien.at/,5,
SPORTSTAETTENOGD.17228,17228,POINT (16.2592520284192 48.13658425683069),Schulsport outdoor,"23., Fürst-Liechtenstein-Straße 17",5194,Rasenfläche 5194 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17229,17229,POINT (16.441966434338152 48.26101052364275),Schulsport outdoor,"22., Brioschiweg 3",4419,Hartplatz 1560 m²<br />Rasenfläche 1180 m²<br /> Rasenfläche 1679 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17230,17230,POINT (16.441979921168972 48.26101950436737),Turnsaal,"22., Brioschiweg 3",288,Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17231,17231,POINT (16.44456765347013 48.2218770223962),Schulsport outdoor,"22., Donaustadtstraße 45",1345,Hartplatz 970 m²<br />Beachvolleyballplatz 375 m²,,5,
SPORTSTAETTENOGD.17232,17232,POINT (16.444581130460744 48.22188600288468),Turnsaal,"22., Donaustadtstraße 45",552,Turnhalle 552 m²,,6,
SPORTSTAETTENOGD.17233,17233,POINT (16.429926395831234 48.242716761957375),Turnsaal,"22., Donizettiweg 31",288,Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17234,17234,POINT (16.478599108272707 48.21853794504093),Turnsaal,"22., Eibengasse 58",810,Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17235,17235,POINT (16.478612590328538 48.21854692154029),Schulsport outdoor,"22., Eibengasse 58",995,Hartplatz 995 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17236,17236,POINT (16.52650050240454 48.21425448070954),Turnsaal,"22., Esslinger Hauptstraße 97",555,Turnsaal 405 m²<br />Turnsaal 150 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17237,17237,POINT (16.52650050240454 48.21425448070954),Schulsport outdoor,"22., Eßlinger Hauptstraße 97",3723,Rasenfläche 3723 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17238,17238,POINT (16.44463777762752 48.23677974826418),Schulsport outdoor,"22., Georg-Bilgeri-Straße 13",1976,Hartplatz 317 m²<br />Rasenfläche 1659 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17239,17239,POINT (16.444651258548426 48.23678872871808),Turnsaal,"22., Georg-Bilgeri-Straße 13",864,Turnsaal 288 m²<br />Turnsaal 288 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17240,17240,POINT (16.47166531284851 48.216498484585046),Turnsaal,"22., Hammerfestweg 1",810,Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17241,17241,POINT (16.47167879315775 48.21650746190235),Schulsport outdoor,"22., Hammerfestweg 1",580,Hartplatz 580 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17242,17242,POINT (16.483459260084352 48.21449372397441),Schulsport outdoor,"22., Heustadlgasse 4",3741,Freifläche 3741 m²,,5,
SPORTSTAETTENOGD.17243,17243,POINT (16.48347274192501 48.21450269991041),Turnsaal,"22., Heustadlgasse 4",1288,"Mehrzweckplatz,<br />Leichtathletikanlage,<br />Rasen gesamt 1288 m²",,6,
SPORTSTAETTENOGD.17244,17244,POINT (16.43901326806603 48.251491890531426),Turnsaal,"22., Klenaugasse 12",288,Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17245,17245,POINT (16.439026751874255 48.251500871619534),Schulsport outdoor,"22., Klenaugasse 12",2966,Rasenfläche 2966 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17246,17246,POINT (16.453647183392363 48.223086139594216),Turnsaal,"22., Konstanziagasse 24",585,Turnsaal 180 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17247,17247,POINT (16.453647183392363 48.223086139594216),Schulsport outdoor,"22., Konstanziagasse 24-26",436,Rasenfläche 436 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17248,17248,POINT (16.456979423968072 48.22661215498226),Schulsport outdoor,"22., Konstanziagasse 50",2471,Rasenfläche 1984 m²<br />Hartplatz 487 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17249,17249,POINT (16.456992904371777 48.2266211340055),Turnsaal,"22., Konstanziagasse 50",645,Turnsaal 195 m²<br />Turnsaal 250 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17250,17250,POINT (16.478960546218755 48.217369278980506),Turnsaal,"22., Langobardenstraße 178",72,Turnsaal 72 m²,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17251,17251,POINT (16.478974028030365 48.21737825543958),Schulsport outdoor,"22., Langobardenstraße 178",2116,Rasenfläche 2116 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17252,17252,POINT (16.38335232600609 48.266148818772734),Schulsport outdoor,"21., Christian-Bucher-Gasse 14",1398,Rasenfläche 1398 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17253,17253,POINT (16.391566969385547 48.26585123044681),Schulsport outdoor,"21., Deublergasse 21",394,Hartplatz 394 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17254,17254,POINT (16.391610733408005 48.26590730308741),Turnsaal,"21., Deublergasse 21",400,Turnsaal 200 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17255,17255,POINT (16.387910456120743 48.245421517961006),Turnsaal,"21., Donauinselplatz 1",1215,3-fach Halle 1215 m²,,6,
SPORTSTAETTENOGD.17256,17256,POINT (16.443304981729245 48.26993406750252),Schulsport outdoor,"21., Dopschstraße 25",3516,Hartplatz 1441 m²<br />Rasenfläche 2075 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17257,17257,POINT (16.4433184711449 48.26994304805419),Turnsaal,"21., Dopschstraße 25",394,Turnsaal 283 m²<br />Turnsaal 111 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17258,17258,POINT (16.387286398829016 48.2940768493221),Turnsaal,"21., Dr.-Albert-Geßmann-Gasse 32",88,Turnsaal 88 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17259,17259,POINT (16.41346721100291 48.29998084005157),Schulsport outdoor,"21., Dr.-Skala-Straße 43-45",4605,Rasenfläche 1920 m²<br /> Rasenfläche 2685 m²,https://www.wien.gv.at/bildung/schulen/,5,
